"tract","county","lat","lng","place_name_short","place_name_long","place_type"
"06047001004","Merced County",37.3183669734279,-120.477943093439,"Merced","Merced, CA, USA","locality"
"06047001601","Merced County",37.2916304243661,-120.476804331294,"Merced","Merced, CA, USA","locality"
"06047002201","Merced County",37.0634554070832,-120.85853024777,"Los Banos","Los Banos, CA, USA","locality"
"06047002202","Merced County",37.0847276398508,-120.855277358914,"Los Banos","Los Banos, CA 93635, USA","postal_code"
"06065041906","Riverside County",33.8699423542542,-117.597932582159,"Corona","Corona, CA 92882, USA","postal_code"
"06065030300","Riverside County",33.9798273327514,-117.376384952724,"Downtown Riverside","Downtown Riverside, Riverside, CA, USA","neighborhood"
"06065040301","Riverside County",34.0003288256744,-117.423461457208,"Rubidoux","Rubidoux, Riverside, CA, USA","neighborhood"
"06065040605","Riverside County",33.9962787254885,-117.514027550425,"Mira Loma","Mira Loma, Jurupa Valley, CA, USA","neighborhood"
"06065044403","Riverside County",33.5035069608176,-116.465255871684,"Riverside County","Riverside County, CA, USA","administrative_area_level_2"
"06065044915","Riverside County",33.8086839344779,-116.462436820532,"Cathedral City","Cathedral City, CA 92234, USA","postal_code"
"06065044510","Riverside County",33.954146962,-116.489693745961,"Desert Hot Springs","Desert Hot Springs, CA, USA","locality"
"06065044300","Riverside County",33.9179913969971,-116.878922256557,"Banning","Banning, CA, USA","locality"
"06065045000","Riverside County",33.7756536540671,-116.469648517931,"Cathedral City","Cathedral City, CA 92234, USA","postal_code"
"06065045108","Riverside County",33.7251081818196,-116.373730556283,"Palm Desert","Palm Desert, CA, USA","locality"
"06065045605","Riverside County",33.5361772371055,-116.144321709151,"Thermal","Thermal, CA 92274, USA","postal_code"
"06065046404","Riverside County",33.6510932237917,-117.277172372531,"Wildomar","Wildomar, CA, USA","locality"
"06085503601","Santa Clara County",37.3583882110829,-121.866154120633,"Anne Darling","Anne Darling, San Jose, CA, USA","neighborhood"
"06037227010","Los Angeles County",34.0185255421611,-118.246996938459,"Los Angeles","Los Angeles, CA 90011, USA","postal_code"
"06037228310","Los Angeles County",34.0113509387231,-118.262416022756,"Historic South Central","Historic South Central, Los Angeles, CA, USA","neighborhood"
"06037228800","Los Angeles County",33.9992469357107,-118.243256526017,"Central Alameda","Central Alameda, Los Angeles, CA, USA","neighborhood"
"06037229410","Los Angeles County",33.9922359428245,-118.269561824783,"South Park","South Park, Los Angeles, CA, USA","neighborhood"
"06037231900","Los Angeles County",33.9997716875229,-118.277341862859,"South Park","South Park, Los Angeles, CA, USA","neighborhood"
"06037232120","Los Angeles County",33.9996748520728,-118.283931463345,"Vermont Harbor","Vermont Harbor, Los Angeles, CA, USA","neighborhood"
"06037297110","Los Angeles County",33.7346618567702,-118.284186985854,"Central San Pedro","Central San Pedro, Los Angeles, CA 90731, USA","neighborhood"
"06037575202","Los Angeles County",33.7858671091314,-118.170460363798,"MacArthur Park","MacArthur Park, Long Beach, CA, USA","neighborhood"
"06037600201","Los Angeles County",33.9482521930444,-118.297269544257,"Westmont","Westmont, CA, USA","locality"
"06037600912","Los Angeles County",33.9769792023438,-118.34153617525,"Inglewood","Inglewood, CA 90302, USA","postal_code"
"06037601402","Los Angeles County",33.9509444344886,-118.365733393335,"Inglewood","Inglewood, CA 90301, USA","postal_code"
"06037601502","Los Angeles County",33.9400820841972,-118.363582313643,"Lennox","Lennox, CA 90304, USA","locality"
"06037602103","Los Angeles County",33.9283066613895,-118.356738159518,"Hawthorne","Hawthorne, CA, USA","locality"
"06037602106","Los Angeles County",33.9204031447788,-118.358159391657,"Hawthorne","Hawthorne, CA, USA","locality"
"06037602900","Los Angeles County",33.9089659331232,-118.304439646145,"Gardena","Gardena, CA 90249, USA","postal_code"
"06037403200","Los Angeles County",34.0393712398321,-117.812716159786,"Pomona","Pomona, CA 91768, USA","postal_code"
"06037403303","Los Angeles County",34.0029363655876,-117.857332715409,"City of Industry","City of Industry, CA, USA","locality"
"06037119800","Los Angeles County",34.2337919850705,-118.430130374912,"Panorama City","Panorama City, Los Angeles, CA, USA","neighborhood"
"06037120010","Los Angeles County",34.2178894686657,-118.462622713218,"Panorama City","Panorama City, CA 91402, USA","postal_code"
"06037122200","Los Angeles County",34.214316048734,-118.35945287279,"Sun Valley","Sun Valley, Los Angeles, CA, USA","neighborhood"
"06037122420","Los Angeles County",34.203610039484,-118.383284232758,"North Hollywood","North Hollywood, CA 91605, USA","postal_code"
"06037408722","Los Angeles County",33.9700288706484,-117.90235739305,"Rowland Heights","Rowland Heights, CA, USA","locality"
"06037533202","Los Angeles County",33.9784202733103,-118.209771254706,"Huntington Park","Huntington Park, CA, USA","locality"
"06037534404","Los Angeles County",33.9662404357011,-118.19062447345,"Cudahy","Cudahy, CA 90201, USA","locality"
"06013336201","Contra Costa County",37.9606499932593,-122.04744868913,"Monument Corridor","Monument Corridor, Concord, CA, USA","neighborhood"
"06013336202","Contra Costa County",37.955036412054,-122.044608262988,"Monument Corridor","Monument Corridor, Concord, CA, USA","neighborhood"
"06013338101","Contra Costa County",37.9488733807433,-122.042544025238,"Concord","Concord, CA 94518, USA","postal_code"
"06037208902","Los Angeles County",34.0564462171955,-118.272372065396,"Westlake South","Westlake South, Los Angeles, CA, USA","neighborhood"
"06037208904","Los Angeles County",34.0595680928341,-118.270092893092,"Westlake South","Westlake South, Los Angeles, CA, USA","neighborhood"
"06037209402","Los Angeles County",34.0546618827742,-118.277220984088,"Westlake South","Westlake South, Los Angeles, CA, USA","neighborhood"
"06037211120","Los Angeles County",34.0652365050125,-118.287777514866,"Rampart Village","Rampart Village, Los Angeles, CA, USA","neighborhood"
"06037211320","Los Angeles County",34.0708714753259,-118.294139400797,"Oakwood","Oakwood, CA 90004, USA","postal_code"
"06037213401","Los Angeles County",34.0537069316415,-118.287902571943,"MacArthur Park","MacArthur Park, Los Angeles, CA, USA","neighborhood"
"06037213402","Los Angeles County",34.049840530337,-118.287888238924,"Pico Union","Pico Union, Los Angeles, CA, USA","neighborhood"
"06037220100","Los Angeles County",34.0238501714966,-118.366694680387,"Baldwin Hills","Baldwin Hills, Los Angeles, CA, USA","neighborhood"
"06037221500","Los Angeles County",34.0348455169296,-118.30463718112,"West Adams","West Adams, Los Angeles, CA, USA","neighborhood"
"06037221710","Los Angeles County",34.0346981399152,-118.287631640899,"Jefferson Park","Jefferson Park, Los Angeles, CA, USA","neighborhood"
"06037226410","Los Angeles County",34.0241996073197,-118.26228144347,"Historic South Central","Historic South Central, Los Angeles, CA, USA","neighborhood"
"06037228600","Los Angeles County",34.0036935360979,-118.26086605186,"Los Angeles","Los Angeles, CA 90011, USA","postal_code"
"06037232110","Los Angeles County",33.9994947725521,-118.289317824814,"Vermont Harbor","Vermont Harbor, Los Angeles, CA, USA","neighborhood"
"06037232200","Los Angeles County",34.0017242539096,-118.297873533375,"Vermont Harbor","Vermont Harbor, Los Angeles, CA, USA","neighborhood"
"06037239330","Los Angeles County",33.978387606661,-118.263102876712,"Firestone Park","Firestone Park, CA 90001, USA","postal_code"
"06037240200","Los Angeles County",33.9560336845054,-118.276141465924,"Los Angeles","Los Angeles, CA 90003, USA","postal_code"
"06037132900","Los Angeles County",34.1834760150665,-118.527826287929,"Tarzana","Tarzana, CA 91335, USA","postal_code"
"06037133100","Los Angeles County",34.1846167893017,-118.54408371813,"Tarzana","Tarzana, CA 91335, USA","postal_code"
"06037134104","Los Angeles County",34.2119534106411,-118.575384747568,"Winnetka","Winnetka, CA 91306, USA","postal_code"
"06037212305","Los Angeles County",34.0561037931484,-118.298162389192,"Sanford","Sanford, CA 90005, USA","postal_code"
"06013316000","Contra Costa County",38.0245550844297,-122.138875014925,"Martinez","Martinez, CA 94553, USA","locality"
"06001402700","Alameda County",37.8103872369348,-122.276991412809,"Oak Center","Oak Center, Oakland, CA, USA","neighborhood"
"06001402900","Alameda County",37.8071501174437,-122.266809905512,"Downtown","Downtown, Oakland, CA, USA","neighborhood"
"06001406201","Alameda County",37.7850448574968,-122.2307359171,"Meadow Brook","Meadow Brook, Oakland, CA, USA","neighborhood"
"06001435700","Alameda County",37.6786495822766,-122.116074223349,"San Lorenzo","San Lorenzo, CA, USA","locality"
"06001436100","Alameda County",37.6718053413341,-122.123577638513,"San Lorenzo","San Lorenzo, CA, USA","locality"
"06059099203","Orange County",33.7378671405399,-117.941738652647,"West Grove Valley","West Grove Valley, Santa Ana, CA, USA","neighborhood"
"06059074702","Orange County",33.7308102521343,-117.88254446571,"Mid-City","Mid-City, Santa Ana, CA, USA","neighborhood"
"06029002816","Kern County",35.3264612416398,-119.061756389692,"Spice Tract","Spice Tract, Bakersfield, CA, USA","neighborhood"
"06029003000","Kern County",35.3321914727371,-119.012114202042,"Southgate","Southgate, Bakersfield, CA, USA","neighborhood"
"06029003112","Kern County",35.3174213357844,-119.046497175283,"Bakersfield","Bakersfield, CA 93309, USA","postal_code"
"06029003304","Kern County",35.2658281742912,-119.502255507412,"Kern County","Kern County, CA, USA","administrative_area_level_2"
"06029004800","Kern County",35.7653273144209,-119.252768727968,"Delano","Delano, CA, USA","locality"
"06029006201","Kern County",35.2575340308452,-118.935432343347,"Bakersfield","Bakersfield, CA 93307, USA","postal_code"
"06029000903","Kern County",35.4034053986473,-118.955062346571,"Bakersfield","Bakersfield, CA 93306, USA","postal_code"
"06029001103","Kern County",35.372316536793,-118.957701929497,"Bakersfield","Bakersfield, CA 93306, USA","postal_code"
"06029002812","Kern County",35.3505094816719,-119.050401372669,"Bakersfield","Bakersfield, CA 93309, USA","postal_code"
"06029002815","Kern County",35.328633550275,-119.04810281053,"Bakersfield","Bakersfield, CA 93309, USA","postal_code"
"06029003113","Kern County",35.3179748834937,-119.028835211908,"Bakersfield","Bakersfield, CA 93304, USA","postal_code"
"06029006100","Kern County",35.1239932735557,-118.442227638953,"Tehachapi","Tehachapi, CA 93561, USA","locality"
"06029000504","Kern County",35.4176596154853,-119.073714221716,"Olive Drive area","Olive Drive area, Bakersfield, CA 93308, USA","neighborhood"
"06107003200","Tulare County",36.0526018932395,-119.326232993974,"Tipton","Tipton, CA 93272, USA","postal_code"
"06107003300","Tulare County",36.1344834339595,-119.114888443096,"Strathmore","Strathmore, CA 93267, USA","postal_code"
"06107004000","Tulare County",36.0380615833232,-118.983848567873,"Porterville","Porterville, CA 93257, USA","locality"
"06107000702","Tulare County",36.420187515085,-119.100360110098,"Woodlake","Woodlake, CA 93286, USA","locality"
"06107000800","Tulare County",36.4167885540292,-119.209839717438,"Visalia","Visalia, CA 93292, USA","postal_code"
"06111004400","Ventura County",34.1466071493805,-119.19376157713,"Port Hueneme","Port Hueneme, CA, USA","locality"
"06009000300","Calaveras County",38.2381631173081,-120.588215058946,"Mountain Ranch","Mountain Ranch, CA 95246, USA","postal_code"
"06009000400","Calaveras County",38.3660602988746,-120.449422033813,"Wilseyville","Wilseyville, CA 95257, USA","postal_code"
"06101050301","Sutter County",39.119608666319,-121.629254696383,"Yuba City","Yuba City, CA, USA","locality"
"06071001702","San Bernardino County",34.0448167207775,-117.675320749968,"Montclair","Montclair, CA 91762, USA","postal_code"
"06107002602","Tulare County",36.2125441191908,-119.081713335193,"Lindsay","Lindsay, CA 93247, USA","locality"
"06107003100","Tulare County",36.1354194473884,-119.441699158611,"Tulare","Tulare, CA 93274, USA","postal_code"
"06107003400","Tulare County",36.0308478008005,-119.024615561844,"Porterville","Porterville, CA 93257, USA","postal_code"
"06107003601","Tulare County",36.0730814800384,-119.06185570165,"West Porterville","West Porterville, Porterville, CA 93257, USA","neighborhood"
"06107000201","Tulare County",36.5436860993957,-119.287520444691,"Orosi","Orosi, CA 93647, USA","locality"
"06107000401","Tulare County",36.5617543040518,-119.385711181073,"Dinuba","Dinuba, CA 93618, USA","postal_code"
"06107001502","Tulare County",36.2850005673802,-119.146710883647,"Exeter","Exeter, CA 93221, USA","locality"
"06107002008","Tulare County",36.3236673553297,-119.34066469354,"Visalia","Visalia, CA, USA","locality"
"06107003700","Tulare County",36.0867011481512,-119.024110447617,"Scenic Heights","Scenic Heights, Porterville, CA 93257, USA","neighborhood"
"06107003902","Tulare County",36.0926484364403,-118.948824624923,"Porterville","Porterville, CA 93257, USA","postal_code"
"06107004102","Tulare County",36.045566957108,-119.024520193404,"Porterville","Porterville, CA 93257, USA","locality"
"06107002700","Tulare County",36.1323614184441,-118.463335045984,"Springville","Springville, CA 93265, USA","postal_code"
"06107002800","Tulare County",36.1948815718776,-119.094085446898,"Lindsay","Lindsay, CA 93247, USA","postal_code"
"06107004101","Tulare County",36.0584951574842,-119.023612799664,"Porterville","Porterville, CA 93257, USA","locality"
"06107004500","Tulare County",35.8807784515198,-118.986649375738,"Porterville","Porterville, CA 93257, USA","postal_code"
"06107000402","Tulare County",36.5529115007328,-119.386065549479,"Dinuba","Dinuba, CA, USA","locality"
"06107000501","Tulare County",36.5384542680528,-119.385994366749,"Dinuba","Dinuba, CA, USA","locality"
"06107000502","Tulare County",36.5293472975006,-119.392460874422,"Dinuba","Dinuba, CA, USA","locality"
"06107001100","Tulare County",36.3379777095541,-119.300577890671,"Visalia","Visalia, CA, USA","locality"
"06107001301","Tulare County",36.3597153816277,-119.251735125367,"Visalia","Visalia, CA 93292, USA","postal_code"
"06107001400","Tulare County",36.3259313397167,-119.12025130461,"Exeter","Exeter, CA 93221, USA","postal_code"
"06107001800","Tulare County",36.3198505205823,-119.304772857395,"Visalia","Visalia, CA, USA","locality"
"06037301702","Los Angeles County",34.1511527595112,-118.269159305948,"Vineyard","Vineyard, Glendale, CA, USA","neighborhood"
"06037570301","Los Angeles County",33.8691052793196,-118.18908797678,"De Forest","De Forest, Long Beach, CA 90805, USA","neighborhood"
"06037601212","Los Angeles County",33.955819926202,-118.357001928055,"Inglewood","Inglewood, CA 90301, USA","postal_code"
"06037106604","Los Angeles County",34.3044426355709,-118.473674779514,"Sylmar","Sylmar, Los Angeles, CA, USA","neighborhood"
"06037541100","Los Angeles County",33.898470362413,-118.260750789311,"West Rancho Dominguez","West Rancho Dominguez, CA, USA","locality"
"06037542800","Los Angeles County",33.899525665216,-118.247343733037,"Compton","Compton, CA 90220, USA","postal_code"
"06037553802","Los Angeles County",33.8861939477525,-118.17280320669,"Paramount","Paramount, CA 90723, USA","postal_code"
"06037555102","Los Angeles County",33.838730712154,-118.076965801136,"Lakewood","Lakewood, CA 90715, USA","postal_code"
"06037293307","Los Angeles County",33.7873711958792,-118.303531472822,"Harbor City","Harbor City, CA 90710, USA","postal_code"
"06037294701","Los Angeles County",33.7780161027044,-118.254907777366,"Wilmington","Wilmington, CA 90744, USA","postal_code"
"06037294302","Los Angeles County",33.7848765044095,-118.278290264815,"Wilmington","Wilmington, CA 90744, USA","postal_code"
"06037294421","Los Angeles County",33.7903732202289,-118.297566372642,"Harbor City","Harbor City, CA 90710, USA","postal_code"
"06037296901","Los Angeles County",33.7301628024507,-118.294565537856,"Central San Pedro","Central San Pedro, Los Angeles, CA 90731, USA","neighborhood"
"06037297201","Los Angeles County",33.7249036442365,-118.291416513272,"Central San Pedro","Central San Pedro, Los Angeles, CA 90731, USA","neighborhood"
"06037301206","Los Angeles County",34.1631613869203,-118.272401205102,"Glenwood","Glenwood, Glendale, CA 91202, USA","neighborhood"
"06061021403","Placer County",38.8903019460432,-121.303039052906,"Downtown Lincoln","Downtown Lincoln, Lincoln, CA 95648, USA","neighborhood"
"06061021603","Placer County",38.9522454661364,-121.11065086049,"North Auburn","North Auburn, CA, USA","locality"
"06073010401","San Diego County",32.5794072419057,-117.107287507561,"Imperial Beach","Imperial Beach, CA, USA","locality"
"06073013306","San Diego County",32.6036600594793,-117.040022898596,"Chula Vista","Chula Vista, CA 91911, USA","postal_code"
"06073011700","San Diego County",32.6738101151119,-117.097045748411,"Lincoln Acres","Lincoln Acres, CA 91950, USA","postal_code"
"06073012102","San Diego County",32.6703501308784,-117.078590284293,"Lincoln Acres","Lincoln Acres, CA 91950, USA","postal_code"
"06073012303","San Diego County",32.6512096087196,-117.07575285045,"Chula Vista","Chula Vista, CA 91910, USA","postal_code"
"06073012600","San Diego County",32.6221821227248,-117.104555807843,"Chula Vista","Chula Vista, CA, USA","locality"
"06073013103","San Diego County",32.609555444293,-117.088947446399,"Chula Vista","Chula Vista, CA 91911, USA","postal_code"
"06013328000","Contra Costa County",37.9756170173804,-122.037768705891,"Concord","Concord, CA 94520, USA","postal_code"
"06037208802","Los Angeles County",34.0621454260367,-118.278668761138,"MacArthur Park","MacArthur Park, Los Angeles, CA, USA","neighborhood"
"06037209103","Los Angeles County",34.0571099727651,-118.264030166257,"Westlake North","Westlake North, Los Angeles, CA, USA","neighborhood"
"06037209104","Los Angeles County",34.0591781893682,-118.266376114924,"Westlake North","Westlake North, Los Angeles, CA, USA","neighborhood"
"06037211121","Los Angeles County",34.0730101555989,-118.285410557043,"Rampart Village","Rampart Village, Los Angeles, CA, USA","neighborhood"
"06037211122","Los Angeles County",34.0726793938538,-118.289223418808,"Rampart Village","Rampart Village, Los Angeles, CA, USA","neighborhood"
"06037211201","Los Angeles County",34.074529439012,-118.298469313551,"Oakwood","Oakwood, CA 90004, USA","postal_code"
"06029002301","Kern County",35.3590369542795,-118.945258387933,"Oakridge","Oakridge, Bakersfield, CA 93307, USA","neighborhood"
"06029002302","Kern County",35.359737586658,-118.975106847798,"Bakersfield","Bakersfield, CA 93307, USA","postal_code"
"06029002400","Kern County",35.3238840439699,-118.949068945523,"Bakersfield","Bakersfield, CA 93307, USA","postal_code"
"06029003114","Kern County",35.3029183899319,-119.044578206617,"Bakersfield","Bakersfield, CA 93313, USA","postal_code"
"06029004302","Kern County",35.5905736339962,-119.411661146347,"Wasco","Wasco, CA 93280, USA","locality"
"06029004500","Kern County",35.6478070917918,-119.767683814426,"Kern County","Kern County, CA, USA","administrative_area_level_2"
"06029003303","Kern County",35.0669989355884,-119.452861742017,"Maricopa","Maricopa, CA 93252, USA","postal_code"
"06029003600","Kern County",35.1294915100174,-119.462203483549,"South Taft","South Taft, CA 93268, USA","locality"
"06029003700","Kern County",35.3960794026298,-119.419045443155,"Buttonwillow","Buttonwillow, CA 93206, USA","postal_code"
"06029004402","Kern County",35.5917347955582,-119.333764117231,"Wasco","Wasco, CA 93280, USA","locality"
"06029004902","Kern County",35.7830779358801,-119.232178136703,"Delano","Delano, CA, USA","locality"
"06029003202","Kern County",35.2712073178498,-119.003863719716,"Greenfield","Greenfield, Bakersfield, CA 93307, USA","neighborhood"
"06029003500","Kern County",35.1445253812726,-119.461071289313,"Taft","Taft, CA, USA","locality"
"06029004200","Kern County",35.4822260485764,-119.380535323164,"Shafter","Shafter, CA 93263, USA","postal_code"
"06029005300","Kern County",35.7249232084277,-117.726192111343,"Kern County","Kern County, CA, USA","administrative_area_level_2"
"06059088501","Orange County",33.7743061502374,-117.926320696585,"Garden Grove","Garden Grove, CA 92843, USA","postal_code"
"06089012604","Shasta County",40.5783388782943,-121.857502102867,"Shingletown","Shingletown, CA 96088, USA","postal_code"
"06037553702","Los Angeles County",33.8973292849603,-118.181993797246,"Paramount","Paramount, CA 90723, USA","postal_code"
"06037531901","Los Angeles County",34.0132400535108,-118.142361444977,"East Los Angeles","East Los Angeles, CA 90022, USA","postal_code"
"06037533107","Los Angeles County",33.9745612430709,-118.216469952108,"Huntington Park","Huntington Park, CA, USA","locality"
"06037533703","Los Angeles County",33.9833949807476,-118.172932873086,"Maywood","Maywood, CA 90270, USA","locality"
"06037534201","Los Angeles County",33.9580353681256,-118.167262757485,"Bell Gardens","Bell Gardens, CA 90201, USA","locality"
"06037310702","Los Angeles County",34.1811412245821,-118.306762902078,"Burbank","Burbank, CA 91502, USA","postal_code"
"06097151402","Sonoma County",38.3977393072814,-122.705829210135,"Santa Rosa","Santa Rosa, CA 95407, USA","postal_code"
"06059076204","Orange County",33.8131688360002,-117.861540759962,"Villa Park","Villa Park, CA 92867, USA","postal_code"
"06059076102","Orange County",33.7842873226291,-117.891726854701,"Orange","Orange, CA 92868, USA","postal_code"
"06059086802","Orange County",33.8453212772421,-117.968905831838,"Northwest Anaheim","Northwest Anaheim, Anaheim, CA, USA","neighborhood"
"06059088203","Orange County",33.7849480519133,-117.958622419918,"Garden Grove","Garden Grove, CA 92840, USA","postal_code"
"06059088302","Orange County",33.7874758491591,-117.939729032381,"Garden Grove","Garden Grove, CA 92840, USA","postal_code"
"06059088701","Orange County",33.7776730977704,-117.958471815045,"Garden Grove","Garden Grove, CA 92840, USA","postal_code"
"06059074806","Orange County",33.7368360472252,-117.892274227389,"Central City","Central City, Santa Ana, CA, USA","neighborhood"
"06059075003","Orange County",33.7572599377753,-117.870722772874,"Willard","Willard, Santa Ana, CA, USA","neighborhood"
"06059075514","Orange County",33.7365910960343,-117.829439538253,"Tustin","Tustin, CA 92780, USA","postal_code"
"06059086406","Orange County",33.8438174152538,-117.87623108088,"Northeast Anaheim","Northeast Anaheim, Anaheim, CA, USA","neighborhood"
"06059087601","Orange County",33.8142413748785,-117.941413972721,"Hermosa Village","Hermosa Village, Anaheim, CA, USA","neighborhood"
"06059087802","Orange County",33.8101183897913,-117.997595200766,"Stanton","Stanton, CA 90680, USA","postal_code"
"06059088502","Orange County",33.7780278599905,-117.914846657685,"Anaheim Resort","Anaheim Resort, Anaheim, CA, USA","neighborhood"
"06059088702","Orange County",33.7703804495484,-117.957974091219,"Garden Grove","Garden Grove, CA 92844, USA","postal_code"
"06059089102","Orange County",33.7636579570926,-117.908919081188,"Garden Grove","Garden Grove, CA 92843, USA","postal_code"
"06059089104","Orange County",33.7574092087621,-117.910620665808,"Garden Grove","Garden Grove, CA 92843, USA","postal_code"
"06059089106","Orange County",33.7713059673384,-117.915074558039,"Garden Grove","Garden Grove, CA 92843, USA","postal_code"
"06059099202","Orange County",33.7345826775685,-117.925446442531,"Riverview West","Riverview West, Santa Ana, CA, USA","neighborhood"
"06097152903","Sonoma County",38.457344697187,-122.7481347502,"Santa Rosa","Santa Rosa, CA 95403, USA","postal_code"
"06067009005","Sacramento County",38.532990494393,-121.302922429112,"Sacramento","Sacramento, CA 95827, USA","postal_code"
"06067009007","Sacramento County",38.5762724449276,-121.303769785662,"Rancho Cordova","Rancho Cordova, CA 95670, USA","postal_code"
"06067009110","Sacramento County",38.5576270183552,-121.371378347619,"Rosemont","Rosemont, CA, USA","locality"
"06067009314","Sacramento County",38.4380823235553,-121.362468296373,"Elk Grove","Elk Grove, CA, USA","locality"
"06067009501","Sacramento County",38.2763424021593,-121.360050942882,"Galt","Galt, CA 95632, USA","postal_code"
"06067009606","Sacramento County",38.4663130057618,-121.423846402732,"Valley Hi / North Laguna","Valley Hi / North Laguna, Sacramento, CA, USA","neighborhood"
"06067004201","Sacramento County",38.4887496481014,-121.499025230025,"Meadowview","Meadowview, Sacramento, CA, USA","neighborhood"
"06067004401","Sacramento County",38.5311699641364,-121.450743828473,"Lawrence Park","Lawrence Park, Sacramento, CA 95820, USA","neighborhood"
"06067004602","Sacramento County",38.5176605689465,-121.46005579964,"Lemon Hill","Lemon Hill, CA, USA","locality"
"06067005508","Sacramento County",38.5779690058481,-121.408412224771,"Sacramento","Sacramento, CA 95825, USA","postal_code"
"06067009316","Sacramento County",38.4780934555025,-121.381028854892,"Southwoods","Southwoods, CA 95828, USA","neighborhood"
"06067009503","Sacramento County",38.2719708787167,-121.308275009438,"Galt","Galt, CA 95632, USA","locality"
"06067009601","Sacramento County",38.4633271188492,-121.475753770543,"Meadowview","Meadowview, Sacramento, CA, USA","neighborhood"
"06067006202","Sacramento County",38.6164065925491,-121.422267847871,"Ben Ali","Ben Ali, Sacramento, CA, USA","neighborhood"
"06067006702","Sacramento County",38.6327405427091,-121.459251945602,"Johnson Heights","Johnson Heights, Sacramento, CA 95838, USA","neighborhood"
"06067003102","Sacramento County",38.5287218682432,-121.435908389012,"Tallac Village","Tallac Village, Sacramento, CA 95820, USA","neighborhood"
"06067003700","Sacramento County",38.5336239258791,-121.469318266964,"South Oak Park","South Oak Park, Sacramento, CA, USA","neighborhood"
"06059087106","Orange County",33.8200999722415,-117.930057890382,"Anaheim","Anaheim, CA 92802, USA","postal_code"
"06037541700","Los Angeles County",33.9170524438868,-118.20335357227,"Lynwood","Lynwood, CA, USA","locality"
"06037294900","Los Angeles County",33.7748702730688,-118.277445296479,"Wilmington","Wilmington, CA 90744, USA","postal_code"
"06037218110","Los Angeles County",34.044325483336,-118.327553129919,"Los Angeles","Los Angeles, CA 90019, USA","postal_code"
"06037226700","Los Angeles County",34.0173502374899,-118.262129448765,"Historic South Central","Historic South Central, Los Angeles, CA, USA","neighborhood"
"06037231100","Los Angeles County",34.0152478257607,-118.276557873266,"Dockweiler","Dockweiler, CA 90007, USA","postal_code"
"06037235201","Los Angeles County",33.9745535241181,-118.322114826927,"Park Mesa Heights","Park Mesa Heights, Los Angeles, CA, USA","neighborhood"
"06037531701","Los Angeles County",34.0216886696052,-118.152085110893,"East Los Angeles","East Los Angeles, CA 90022, USA","postal_code"
"06037403402","Los Angeles County",34.01801446251,-117.855909484149,"Walnut","Walnut, CA, USA","locality"
"06037201110","Los Angeles County",34.0948042414695,-118.174333418057,"Los Angeles","Los Angeles, CA 90032, USA","postal_code"
"06037209810","Los Angeles County",34.0491172841478,-118.282344874656,"Pico Union","Pico Union, Los Angeles, CA, USA","neighborhood"
"06037212410","Los Angeles County",34.0595607126255,-118.302226169091,"Sanford","Sanford, CA 90005, USA","postal_code"
"06037910501","Los Angeles County",34.580208253929,-118.112520961699,"Palmdale","Palmdale, CA, USA","locality"
"06037292000","Los Angeles County",33.8498381908203,-118.299782133418,"Harbor Gateway South","Harbor Gateway South, Los Angeles, CA, USA","neighborhood"
"06073018904","San Diego County",33.381263741831,-117.241525002884,"Fallbrook","Fallbrook, CA 92028, USA","locality"
"06037213320","Los Angeles County",34.0508830751189,-118.293699971379,"Pico Union","Pico Union, Los Angeles, CA, USA","neighborhood"
"06037221810","Los Angeles County",34.0306567709439,-118.292301480428,"West Adams","West Adams, Los Angeles, CA, USA","neighborhood"
"06037222100","Los Angeles County",34.0273169857501,-118.302377706864,"West Adams","West Adams, Los Angeles, CA, USA","neighborhood"
"06073003004","San Diego County",32.7130821961764,-117.060733851186,"Encanto","Encanto, San Diego, CA, USA","neighborhood"
"06073003112","San Diego County",32.7058787421586,-117.062840167122,"Encanto","Encanto, San Diego, CA, USA","neighborhood"
"06073003601","San Diego County",32.6909863024394,-117.116515128943,"Southcrest","Southcrest, San Diego, CA 92113, USA","neighborhood"
"06073003901","San Diego County",32.7035567378041,-117.12673771589,"Memorial","Memorial, San Diego, CA, USA","neighborhood"
"06073004501","San Diego County",32.7176320225216,-117.138173469375,"Golden Hill","Golden Hill, San Diego, CA 92102, USA","neighborhood"
"06071010015","San Bernardino County",34.4374611001982,-117.325442476599,"Hesperia","Hesperia, CA, USA","locality"
"06037570403","Los Angeles County",33.8778668192315,-118.204485866601,"College Square","College Square, Long Beach, CA, USA","neighborhood"
"06037571703","Los Angeles County",33.8493201793429,-118.19173399427,"Addams","Addams, Long Beach, CA 90805, USA","neighborhood"
"06037571704","Los Angeles County",33.8499458699944,-118.187072328402,"Addams","Addams, Long Beach, CA 90805, USA","neighborhood"
"06037573003","Los Angeles County",33.7935298667524,-118.20224449426,"South Wrigley","South Wrigley, Long Beach, CA 90806, USA","neighborhood"
"06037573004","Los Angeles County",33.7934906717218,-118.196473414978,"South Wrigley","South Wrigley, Long Beach, CA 90806, USA","neighborhood"
"06037576301","Los Angeles County",33.7789685385003,-118.188696437462,"Long Beach","Long Beach, CA 90813, USA","postal_code"
"06037576302","Los Angeles County",33.7789718699218,-118.182848871701,"Long Beach","Long Beach, CA 90813, USA","postal_code"
